timestamp,ssid,rssi,macaddress
0,Wi-Fi.HK via HKU,-54,30:C5:0F:68:9E:23
0,Wi-Fi.HK via HKU,-55,30:C5:0F:2A:75:F3
0,Wi-Fi.HK via HKU,-64,30:C5:0F:68:8E:E3
0,Wi-Fi.HK via HKU,-64,30:C5:0F:68:94:63
0,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
0,Wi-Fi.HK via HKU,-80,30:C5:0F:68:93:E3
0,Wi-Fi.HK via HKU,-80,30:C5:0F:68:82:E3
0,Wi-Fi.HK via HKU,-83,30:C5:0F:2A:74:33
2000,Wi-Fi.HK via HKU,-52,30:C5:0F:68:9E:23
2000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
2000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:8E:E3
2000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:9E:63
2000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
2000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:8D:E3
2000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:9D:63
2000,Wi-Fi.HK via HKU,-75,30:C5:0F:2A:8F:B3
4000,Wi-Fi.HK via HKU,-52,30:C5:0F:68:9E:23
4000,Wi-Fi.HK via HKU,-59,30:C5:0F:2A:75:F3
4000,Wi-Fi.HK via HKU,-64,30:C5:0F:68:8E:E3
4000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:63
4000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9D:63
4000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:A3
4000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
4000,Wi-Fi.HK via HKU,-72,30:C5:0F:2A:8F:B3
4000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:82:E3
6000,Wi-Fi.HK via HKU,-56,30:C5:0F:68:9E:23
6000,Wi-Fi.HK via HKU,-59,30:C5:0F:2A:75:F3
6000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
6000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:9D:63
6000,Wi-Fi.HK via HKU,-73,30:C5:0F:2A:8F:B3
6000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:93:E3
6000,Wi-Fi.HK via HKU,-81,30:C5:0F:68:82:E3
6000,Wi-Fi.HK via HKU,-84,30:C5:0F:68:9A:63
6000,Wi-Fi.HK via HKU,-89,30:C5:0F:2A:73:F3
8000,Wi-Fi.HK via HKU,-56,30:C5:0F:68:9E:23
8000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
8000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:9E:63
8000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9D:63
8000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:8E:E3
8000,Wi-Fi.HK via HKU,-72,30:C5:0F:2A:8F:B3
8000,Wi-Fi.HK via HKU,-86,30:C5:0F:2A:73:F3
10000,Wi-Fi.HK via HKU,-49,30:C5:0F:68:9E:23
10000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
10000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:9E:63
10000,Wi-Fi.HK via HKU,-65,30:C5:0F:68:8D:E3
10000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:A3
10000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:9D:63
10000,Wi-Fi.HK via HKU,-77,30:C5:0F:2A:74:33
12000,Wi-Fi.HK via HKU,-50,30:C5:0F:68:9E:23
12000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
12000,Wi-Fi.HK via HKU,-62,30:C5:0F:68:9E:63
12000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
12000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9D:63
12000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:A3
12000,Wi-Fi.HK via HKU,-71,30:C5:0F:2A:8F:B3
14000,Wi-Fi.HK via HKU,-53,30:C5:0F:68:9E:23
14000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
14000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:94:63
14000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:9D:63
16000,Wi-Fi.HK via HKU,-54,30:C5:0F:68:9E:23
16000,Wi-Fi.HK via HKU,-65,30:C5:0F:2A:75:F3
16000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:8E:E3
16000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:8D:E3
16000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9E:A3
16000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:9E:63
16000,Wi-Fi.HK via HKU,-79,30:C5:0F:2A:8F:B3
18000,Wi-Fi.HK via HKU,-55,30:C5:0F:68:9E:23
18000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
18000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:94:63
18000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:63
18000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:8E:E3
18000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:9D:63
18000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:82:E3
20000,Wi-Fi.HK via HKU,-56,30:C5:0F:68:9E:23
20000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
20000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:63
20000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
20000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:93:E3
20000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:9E:A3
20000,Wi-Fi.HK via HKU,-81,30:C5:0F:68:9D:63
20000,Wi-Fi.HK via HKU,-86,30:C5:0F:2A:8F:73
22000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
22000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:63
22000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
24000,Wi-Fi.HK via HKU,-58,30:C5:0F:68:9E:23
24000,Wi-Fi.HK via HKU,-61,30:C5:0F:2A:75:F3
24000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:9E:63
24000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:94:63
24000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8E:E3
24000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:9D:63
26000,Wi-Fi.HK via HKU,-58,30:C5:0F:68:9E:23
26000,Wi-Fi.HK via HKU,-61,30:C5:0F:2A:75:F3
26000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:94:63
26000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:9E:63
26000,Wi-Fi.HK via HKU,-75,30:C5:0F:2A:8F:B3
26000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:8D:E3
26000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:8E:23
28000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
28000,Wi-Fi.HK via HKU,-57,30:C5:0F:68:9E:23
28000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
28000,Wi-Fi.HK via HKU,-70,30:C5:0F:2A:8F:B3
28000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:8E:E3
28000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9E:A3
28000,Wi-Fi.HK via HKU,-80,30:C5:0F:68:8D:E3
28000,Wi-Fi.HK via HKU,-85,30:C5:0F:68:9A:63
30000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:23
30000,Wi-Fi.HK via HKU,-61,30:C5:0F:2A:75:F3
30000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:8E:E3
30000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
30000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:9E:63
30000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9E:A3
30000,Wi-Fi.HK via HKU,-82,30:C5:0F:2A:8F:B3
32000,Wi-Fi.HK via HKU,-57,30:C5:0F:2A:75:F3
32000,Wi-Fi.HK via HKU,-59,30:C5:0F:68:9E:23
32000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:63
32000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:94:63
32000,Wi-Fi.HK via HKU,-84,30:C5:0F:68:82:E3
32000,Wi-Fi.HK via HKU,-89,30:C5:0F:2A:73:F3
34000,Wi-Fi.HK via HKU,-57,30:C5:0F:2A:75:F3
34000,Wi-Fi.HK via HKU,-64,30:C5:0F:68:9E:63
34000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:9E:23
34000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
34000,Wi-Fi.HK via HKU,-72,30:C5:0F:2A:8F:B3
34000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:9E:A3
34000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9D:63
34000,Wi-Fi.HK via HKU,-81,30:C5:0F:68:8E:23
34000,Wi-Fi.HK via HKU,-86,30:C5:0F:2A:74:33
36000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
36000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:23
36000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
36000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:9D:63
36000,Wi-Fi.HK via HKU,-78,30:C5:0F:2A:8F:B3
38000,Wi-Fi.HK via HKU,-55,30:C5:0F:2A:75:F3
38000,Wi-Fi.HK via HKU,-64,30:C5:0F:68:9E:23
38000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
38000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:63
38000,Wi-Fi.HK via HKU,-72,30:C5:0F:2A:8F:B3
38000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:8D:E3
38000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:9D:63
40000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
40000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:63
40000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
40000,Wi-Fi.HK via HKU,-71,30:C5:0F:2A:8F:B3
40000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:9E:A3
40000,Wi-Fi.HK via HKU,-86,30:C5:0F:68:9D:63
40000,Wi-Fi.HK via HKU,-90,30:C5:0F:2A:74:33
42000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
42000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:23
42000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
42000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:63
42000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:8D:E3
42000,Wi-Fi.HK via HKU,-79,30:C5:0F:2A:8F:B3
42000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:9D:63
44000,Wi-Fi.HK via HKU,-55,30:C5:0F:2A:75:F3
44000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:23
44000,Wi-Fi.HK via HKU,-65,30:C5:0F:68:9E:63
44000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:94:63
44000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:8E:E3
44000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:9E:A3
44000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:93:E3
44000,Wi-Fi.HK via HKU,-81,30:C5:0F:2A:74:33
44000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:9D:63
44000,Wi-Fi.HK via HKU,-85,30:C5:0F:2A:73:F3
44000,Wi-Fi.HK via HKU,-88,30:C5:0F:68:9A:63
46000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
46000,Wi-Fi.HK via HKU,-59,30:C5:0F:68:9E:23
46000,Wi-Fi.HK via HKU,-69,30:C5:0F:2A:8F:B3
46000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
46000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:93:E3
46000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:8E:23
46000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:8E:E3
46000,Wi-Fi.HK via HKU,-85,30:C5:0F:2A:73:F3
46000,Wi-Fi.HK via HKU,-90,30:C5:0F:68:8A:E3
48000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
48000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:9E:23
48000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
48000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:63
48000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:8E:E3
48000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:9D:63
48000,Wi-Fi.HK via HKU,-80,30:C5:0F:68:93:E3
48000,Wi-Fi.HK via HKU,-82,30:C5:0F:2A:8F:B3
48000,Wi-Fi.HK via HKU,-87,30:C5:0F:2A:73:F3
50000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
50000,Wi-Fi.HK via HKU,-63,30:C5:0F:68:9E:23
50000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:94:63
50000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:8D:E3
50000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:9E:A3
50000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8E:23
50000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:9D:63
50000,Wi-Fi.HK via HKU,-81,30:C5:0F:2A:8F:B3
50000,Wi-Fi.HK via HKU,-86,30:C5:0F:2A:74:33
52000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
52000,Wi-Fi.HK via HKU,-63,30:C5:0F:68:9E:23
52000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
52000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:8E:E3
52000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:63
52000,Wi-Fi.HK via HKU,-75,30:C5:0F:2A:8F:B3
52000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:8E:23
54000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
54000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:23
54000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
54000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:63
54000,Wi-Fi.HK via HKU,-73,30:C5:0F:2A:8F:B3
54000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:9E:A3
54000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8D:E3
54000,Wi-Fi.HK via HKU,-81,30:C5:0F:68:9D:63
56000,Wi-Fi.HK via HKU,-60,30:C5:0F:2A:75:F3
56000,Wi-Fi.HK via HKU,-63,30:C5:0F:68:9E:23
56000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
56000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:63
56000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:9D:63
56000,Wi-Fi.HK via HKU,-84,30:C5:0F:2A:8F:B3
56000,Wi-Fi.HK via HKU,-85,30:C5:0F:2A:74:33
58000,Wi-Fi.HK via HKU,-63,30:C5:0F:68:9E:23
58000,Wi-Fi.HK via HKU,-66,30:C5:0F:2A:75:F3
58000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:8E:E3
58000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9D:63
58000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:9E:A3
58000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:94:63
58000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8D:E3
58000,Wi-Fi.HK via HKU,-80,30:C5:0F:68:93:E3
58000,Wi-Fi.HK via HKU,-80,30:C5:0F:2A:8F:B3
58000,Wi-Fi.HK via HKU,-84,30:C5:0F:2A:73:F3
60000,Wi-Fi.HK via HKU,-59,30:C5:0F:2A:75:F3
60000,Wi-Fi.HK via HKU,-62,30:C5:0F:68:9E:23
60000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:8E:E3
60000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
60000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:63
60000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:9E:A3
60000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:8D:E3
60000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:93:E3
60000,Wi-Fi.HK via HKU,-86,30:C5:0F:68:9A:63
62000,Wi-Fi.HK via HKU,-61,30:C5:0F:2A:75:F3
62000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:23
62000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:63
62000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
62000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:9E:A3
62000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8D:E3
62000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:8E:23
62000,Wi-Fi.HK via HKU,-81,30:C5:0F:2A:8F:B3
62000,Wi-Fi.HK via HKU,-84,30:C5:0F:68:9D:63
64000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
64000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:63
64000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:23
64000,Wi-Fi.HK via HKU,-72,30:C5:0F:2A:8F:B3
64000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:9D:63
64000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:94:63
64000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:89:63
64000,Wi-Fi.HK via HKU,-86,30:C5:0F:68:9A:63
66000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
66000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:23
66000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:63
66000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
66000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:9D:63
66000,Wi-Fi.HK via HKU,-77,30:C5:0F:2A:8F:B3
66000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:93:E3
68000,Wi-Fi.HK via HKU,-57,30:C5:0F:2A:75:F3
68000,Wi-Fi.HK via HKU,-57,30:C5:0F:68:9E:23
68000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:94:63
68000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:63
68000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:9D:63
68000,Wi-Fi.HK via HKU,-79,30:C5:0F:2A:8F:B3
68000,Wi-Fi.HK via HKU,-81,30:C5:0F:68:8E:23
70000,Wi-Fi.HK via HKU,-55,30:C5:0F:68:9E:23
70000,Wi-Fi.HK via HKU,-57,30:C5:0F:2A:75:F3
70000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:63
70000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
70000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:94:63
70000,Wi-Fi.HK via HKU,-78,30:C5:0F:68:93:E3
70000,Wi-Fi.HK via HKU,-84,30:C5:0F:2A:75:B3
72000,Wi-Fi.HK via HKU,-54,30:C5:0F:68:9E:23
72000,Wi-Fi.HK via HKU,-59,30:C5:0F:2A:75:F3
72000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:8E:E3
72000,Wi-Fi.HK via HKU,-68,30:C5:0F:2A:8F:B3
72000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
72000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9D:63
72000,Wi-Fi.HK via HKU,-79,30:C5:0F:68:82:E3
72000,Wi-Fi.HK via HKU,-87,30:C5:0F:68:9A:63
74000,Wi-Fi.HK via HKU,-53,30:C5:0F:68:9E:23
74000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
74000,Wi-Fi.HK via HKU,-65,30:C5:0F:68:9D:63
74000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:8E:E3
74000,Wi-Fi.HK via HKU,-67,30:C5:0F:2A:8F:B3
74000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:8D:E3
74000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:8E:23
74000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:9E:63
76000,Wi-Fi.HK via HKU,-53,30:C5:0F:68:9E:23
76000,Wi-Fi.HK via HKU,-55,30:C5:0F:2A:75:F3
76000,Wi-Fi.HK via HKU,-62,30:C5:0F:68:9E:63
76000,Wi-Fi.HK via HKU,-69,30:C5:0F:2A:8F:B3
76000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:A3
76000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
76000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:8E:E3
76000,Wi-Fi.HK via HKU,-86,30:C5:0F:68:8B:E3
78000,Wi-Fi.HK via HKU,-55,30:C5:0F:2A:75:F3
78000,Wi-Fi.HK via HKU,-58,30:C5:0F:68:9E:23
78000,Wi-Fi.HK via HKU,-65,30:C5:0F:68:9E:63
78000,Wi-Fi.HK via HKU,-67,30:C5:0F:2A:8F:B3
78000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
78000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9E:A3
78000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:8D:E3
78000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:94:63
78000,Wi-Fi.HK via HKU,-80,30:C5:0F:68:82:E3
80000,Wi-Fi.HK via HKU,-56,30:C5:0F:68:9E:23
80000,Wi-Fi.HK via HKU,-60,30:C5:0F:2A:75:F3
80000,Wi-Fi.HK via HKU,-62,30:C5:0F:68:9E:63
80000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:8E:E3
80000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9E:A3
80000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9D:63
80000,Wi-Fi.HK via HKU,-77,30:C5:0F:68:94:63
82000,Wi-Fi.HK via HKU,-53,30:C5:0F:2A:75:F3
82000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:63
82000,Wi-Fi.HK via HKU,-61,30:C5:0F:68:9E:23
82000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:94:63
82000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:9D:63
82000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:93:E3
82000,Wi-Fi.HK via HKU,-82,30:C5:0F:2A:74:33
82000,Wi-Fi.HK via HKU,-90,30:C5:0F:68:8B:E3
84000,Wi-Fi.HK via HKU,-54,30:C5:0F:2A:75:F3
84000,Wi-Fi.HK via HKU,-57,30:C5:0F:68:9E:23
84000,Wi-Fi.HK via HKU,-63,30:C5:0F:68:9E:63
84000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:94:63
84000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
84000,Wi-Fi.HK via HKU,-73,30:C5:0F:68:8D:E3
84000,Wi-Fi.HK via HKU,-76,30:C5:0F:68:9E:A3
84000,Wi-Fi.HK via HKU,-83,30:C5:0F:2A:8F:B3
86000,Wi-Fi.HK via HKU,-54,30:C5:0F:2A:75:F3
86000,Wi-Fi.HK via HKU,-55,30:C5:0F:68:9E:23
86000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:A3
86000,Wi-Fi.HK via HKU,-68,30:C5:0F:2A:8F:B3
86000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9D:63
86000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:9E:63
86000,Wi-Fi.HK via HKU,-90,30:C5:0F:2A:74:33
88000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
88000,Wi-Fi.HK via HKU,-60,30:C5:0F:68:9E:23
88000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:94:63
88000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:63
88000,Wi-Fi.HK via HKU,-69,30:C5:0F:2A:8F:B3
88000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9D:63
88000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9E:A3
88000,Wi-Fi.HK via HKU,-88,30:C5:0F:68:81:63
90000,Wi-Fi.HK via HKU,-54,30:C5:0F:2A:75:F3
90000,Wi-Fi.HK via HKU,-54,30:C5:0F:68:9E:23
90000,Wi-Fi.HK via HKU,-59,30:C5:0F:68:9E:63
90000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:8E:E3
90000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:9E:A3
90000,Wi-Fi.HK via HKU,-68,30:C5:0F:2A:8F:B3
90000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:9D:63
92000,Wi-Fi.HK via HKU,-52,30:C5:0F:68:9E:23
92000,Wi-Fi.HK via HKU,-58,30:C5:0F:2A:75:F3
92000,Wi-Fi.HK via HKU,-65,30:C5:0F:68:8E:E3
92000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:63
92000,Wi-Fi.HK via HKU,-67,30:C5:0F:2A:8F:B3
92000,Wi-Fi.HK via HKU,-67,30:C5:0F:68:9E:A3
92000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:93:E3
92000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
92000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:94:63
94000,Wi-Fi.HK via HKU,-55,30:C5:0F:68:9E:23
94000,Wi-Fi.HK via HKU,-62,30:C5:0F:2A:75:F3
94000,Wi-Fi.HK via HKU,-65,30:C5:0F:2A:8F:B3
94000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:63
94000,Wi-Fi.HK via HKU,-69,30:C5:0F:68:9D:63
94000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:9E:A3
94000,Wi-Fi.HK via HKU,-72,30:C5:0F:68:93:E3
94000,Wi-Fi.HK via HKU,-82,30:C5:0F:68:82:E3
96000,Wi-Fi.HK via HKU,-49,30:C5:0F:68:9E:23
96000,Wi-Fi.HK via HKU,-53,30:C5:0F:2A:75:F3
96000,Wi-Fi.HK via HKU,-66,30:C5:0F:68:9E:63
96000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9D:63
96000,Wi-Fi.HK via HKU,-70,30:C5:0F:68:8D:E3
96000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:8E:E3
96000,Wi-Fi.HK via HKU,-74,30:C5:0F:68:93:E3
96000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:9E:A3
96000,Wi-Fi.HK via HKU,-81,30:C5:0F:2A:8F:B3
96000,Wi-Fi.HK via HKU,-83,30:C5:0F:2A:73:F3
98000,Wi-Fi.HK via HKU,-53,30:C5:0F:68:9E:23
98000,Wi-Fi.HK via HKU,-56,30:C5:0F:2A:75:F3
98000,Wi-Fi.HK via HKU,-68,30:C5:0F:68:9E:63
98000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:9D:63
98000,Wi-Fi.HK via HKU,-71,30:C5:0F:68:8E:E3
98000,Wi-Fi.HK via HKU,-74,30:C5:0F:2A:8F:B3
98000,Wi-Fi.HK via HKU,-75,30:C5:0F:68:8E:23
98000,Wi-Fi.HK via HKU,-85,30:C5:0F:2A:74:33
98000,Wi-Fi.HK via HKU,-88,30:C5:0F:2A:73:F3
